playerID,pos,height,weight,college,age,year,stint_x,tmID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,franchID,confID,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_x,lost_x,GP_y,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,coachID,stint_y,won_y,lost_y,award_x,award_y
abrossv01w,F,74.0,169.0,Connecticut,43.0,2,0.0,MIN,26.0,23.0,846.0,343.0,43.0,131.0,174.0,53.0,42.0,9.0,85.0,70.0,293.0,114.0,132.0,96.0,76.0,19.0,2.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
burseja01w,C,77.0,199.0,Tulane,44.0,2,0.0,MIN,20.0,0.0,169.0,47.0,23.0,19.0,42.0,5.0,2.0,15.0,20.0,20.0,48.0,16.0,20.0,15.0,1.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
harrokr01w,G,64.0,139.0,,48.0,2,0.0,MIN,4.0,1.0,72.0,21.0,1.0,3.0,4.0,11.0,3.0,0.0,3.0,4.0,15.0,7.0,4.0,4.0,6.0,3.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
lennobe01w,G,68.0,143.0,Louisiana Tech,46.0,2,0.0,MIN,11.0,7.0,241.0,121.0,13.0,41.0,54.0,16.0,10.0,4.0,25.0,29.0,110.0,41.0,20.0,19.0,52.0,20.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
martima01w,F,76.0,172.0,UCLA,45.0,2,0.0,MIN,31.0,12.0,494.0,95.0,27.0,59.0,86.0,19.0,17.0,15.0,37.0,87.0,103.0,35.0,31.0,19.0,18.0,6.0,2.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
payeka01w,G,68.0,150.0,Stanford,49.0,2,0.0,MIN,32.0,16.0,652.0,91.0,7.0,54.0,61.0,97.0,21.0,0.0,46.0,55.0,78.0,30.0,16.0,11.0,56.0,20.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
pridely01w,F-G,74.0,180.0,Kansas,45.0,2,0.0,MIN,32.0,14.0,713.0,170.0,47.0,99.0,146.0,28.0,28.0,20.0,46.0,77.0,174.0,68.0,55.0,33.0,4.0,1.0,2.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
schwege01w,G-F,72.0,160.0,Duke,44.0,2,0.0,MIN,24.0,8.0,423.0,87.0,15.0,35.0,50.0,34.0,11.0,6.0,17.0,34.0,103.0,33.0,17.0,13.0,43.0,8.0,1.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
smithka01w,G-F,71.0,174.0,Ohio State,49.0,2,0.0,MIN,32.0,32.0,1234.0,739.0,40.0,82.0,122.0,70.0,23.0,5.0,87.0,94.0,519.0,204.0,275.0,246.0,240.0,85.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
stiresh01w,F,71.0,208.0,Kansas State,51.0,2,0.0,MIN,18.0,5.0,201.0,51.0,10.0,17.0,27.0,14.0,8.0,4.0,19.0,26.0,53.0,20.0,7.0,5.0,25.0,6.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
vangomi01w,C,78.0,187.0,Duke,46.0,2,0.0,MIN,22.0,8.0,243.0,41.0,15.0,19.0,34.0,12.0,3.0,6.0,18.0,36.0,40.0,15.0,20.0,11.0,1.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
whitiva01w,C-F,74.0,199.0,Stanford,51.0,2,0.0,MIN,26.0,15.0,462.0,88.0,25.0,58.0,83.0,16.0,15.0,14.0,34.0,62.0,90.0,24.0,54.0,40.0,1.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,0.0,12.0,20.0,,
abrossv01w,F,74.0,169.0,Connecticut,43.0,3,0.0,MIN,27.0,27.0,805.0,314.0,45.0,101.0,146.0,60.0,42.0,10.0,92.0,73.0,316.0,119.0,116.0,56.0,60.0,20.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
burseja01w,C,77.0,199.0,Tulane,44.0,3,0.0,MIN,31.0,2.0,344.0,83.0,29.0,31.0,60.0,7.0,7.0,13.0,18.0,60.0,83.0,31.0,36.0,21.0,1.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
gortmsh01w,G,70.0,158.0,South Carolina,43.0,3,0.0,MIN,29.0,2.0,369.0,91.0,16.0,45.0,61.0,21.0,13.0,6.0,25.0,42.0,97.0,35.0,9.0,7.0,43.0,14.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
harrokr01w,G,64.0,139.0,,48.0,3,0.0,MIN,27.0,6.0,481.0,96.0,9.0,37.0,46.0,54.0,12.0,0.0,28.0,24.0,95.0,37.0,10.0,4.0,54.0,18.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
lennobe01w,G,68.0,143.0,Louisiana Tech,46.0,3,1.0,MIN,5.0,1.0,138.0,31.0,2.0,14.0,16.0,16.0,5.0,0.0,20.0,23.0,48.0,10.0,10.0,6.0,23.0,5.0,1.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
mooreta01w,G-F,71.0,167.0,Wisconsin,43.0,3,2.0,MIN,26.0,20.0,653.0,196.0,20.0,56.0,76.0,78.0,23.0,9.0,74.0,65.0,172.0,63.0,53.0,44.0,68.0,26.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
pridely01w,F-G,74.0,180.0,Kansas,45.0,3,0.0,MIN,31.0,15.0,589.0,123.0,25.0,78.0,103.0,43.0,25.0,25.0,47.0,73.0,148.0,57.0,17.0,8.0,10.0,1.0,1.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
schwege01w,G-F,72.0,160.0,Duke,44.0,3,0.0,MIN,30.0,9.0,509.0,124.0,7.0,44.0,51.0,37.0,15.0,5.0,27.0,47.0,87.0,42.0,30.0,26.0,33.0,14.0,1.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
smithka01w,G-F,71.0,174.0,Ohio State,49.0,3,0.0,MIN,31.0,31.0,1138.0,512.0,24.0,68.0,92.0,79.0,32.0,7.0,70.0,87.0,401.0,162.0,153.0,126.0,188.0,62.0,2.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
stiresh01w,F,71.0,208.0,Kansas State,51.0,3,0.0,MIN,9.0,0.0,22.0,6.0,4.0,2.0,6.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
vangomi01w,C,78.0,187.0,Duke,46.0,3,0.0,MIN,22.0,13.0,352.0,100.0,29.0,35.0,64.0,14.0,6.0,11.0,20.0,53.0,90.0,41.0,22.0,16.0,7.0,2.0,2.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
whitiva01w,C-F,74.0,199.0,Stanford,51.0,3,0.0,MIN,6.0,3.0,52.0,13.0,3.0,6.0,9.0,5.0,2.0,2.0,4.0,10.0,13.0,4.0,12.0,5.0,0.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,aglerbr99w,1.0,6.0,13.0,,
abrossv01w,F,74.0,169.0,Connecticut,43.0,3,0.0,MIN,27.0,27.0,805.0,314.0,45.0,101.0,146.0,60.0,42.0,10.0,92.0,73.0,316.0,119.0,116.0,56.0,60.0,20.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
burseja01w,C,77.0,199.0,Tulane,44.0,3,0.0,MIN,31.0,2.0,344.0,83.0,29.0,31.0,60.0,7.0,7.0,13.0,18.0,60.0,83.0,31.0,36.0,21.0,1.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
gortmsh01w,G,70.0,158.0,South Carolina,43.0,3,0.0,MIN,29.0,2.0,369.0,91.0,16.0,45.0,61.0,21.0,13.0,6.0,25.0,42.0,97.0,35.0,9.0,7.0,43.0,14.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
harrokr01w,G,64.0,139.0,,48.0,3,0.0,MIN,27.0,6.0,481.0,96.0,9.0,37.0,46.0,54.0,12.0,0.0,28.0,24.0,95.0,37.0,10.0,4.0,54.0,18.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
lennobe01w,G,68.0,143.0,Louisiana Tech,46.0,3,1.0,MIN,5.0,1.0,138.0,31.0,2.0,14.0,16.0,16.0,5.0,0.0,20.0,23.0,48.0,10.0,10.0,6.0,23.0,5.0,1.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
mooreta01w,G-F,71.0,167.0,Wisconsin,43.0,3,2.0,MIN,26.0,20.0,653.0,196.0,20.0,56.0,76.0,78.0,23.0,9.0,74.0,65.0,172.0,63.0,53.0,44.0,68.0,26.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
pridely01w,F-G,74.0,180.0,Kansas,45.0,3,0.0,MIN,31.0,15.0,589.0,123.0,25.0,78.0,103.0,43.0,25.0,25.0,47.0,73.0,148.0,57.0,17.0,8.0,10.0,1.0,1.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
schwege01w,G-F,72.0,160.0,Duke,44.0,3,0.0,MIN,30.0,9.0,509.0,124.0,7.0,44.0,51.0,37.0,15.0,5.0,27.0,47.0,87.0,42.0,30.0,26.0,33.0,14.0,1.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
smithka01w,G-F,71.0,174.0,Ohio State,49.0,3,0.0,MIN,31.0,31.0,1138.0,512.0,24.0,68.0,92.0,79.0,32.0,7.0,70.0,87.0,401.0,162.0,153.0,126.0,188.0,62.0,2.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
stiresh01w,F,71.0,208.0,Kansas State,51.0,3,0.0,MIN,9.0,0.0,22.0,6.0,4.0,2.0,6.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
vangomi01w,C,78.0,187.0,Duke,46.0,3,0.0,MIN,22.0,13.0,352.0,100.0,29.0,35.0,64.0,14.0,6.0,11.0,20.0,53.0,90.0,41.0,22.0,16.0,7.0,2.0,2.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
whitiva01w,C-F,74.0,199.0,Stanford,51.0,3,0.0,MIN,6.0,3.0,52.0,13.0,3.0,6.0,9.0,5.0,2.0,2.0,4.0,10.0,13.0,4.0,12.0,5.0,0.0,0.0,0.0,MIN,WE,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,vandehe99w,2.0,4.0,9.0,,
lennobe01w,G,68.0,143.0,Louisiana Tech,46.0,3,2.0,MIA,26.0,3.0,581.0,310.0,18.0,55.0,73.0,47.0,25.0,5.0,62.0,79.0,307.0,110.0,58.0,44.0,131.0,46.0,2.0,MIA,EA,N,Miami Sol,774.0,1856.0,369.0,529.0,129.0,389.0,296.0,573.0,869.0,476.0,643.0,274.0,435.0,96.0,2046.0,745.0,1722.0,469.0,614.0,129.0,382.0,278.0,693.0,971.0,446.0,588.0,222.0,515.0,104.0,2088.0,15.0,17.0,32.0,9.0,7.0,6.0,10.0,11.0,10.0,6475.0,141252.0,AmericanAirlines Arena,rothsro99w,0.0,15.0,17.0,,
mooreta01w,G-F,71.0,167.0,Wisconsin,43.0,3,1.0,MIA,5.0,3.0,83.0,28.0,3.0,4.0,7.0,10.0,7.0,0.0,11.0,16.0,25.0,8.0,10.0,10.0,9.0,2.0,0.0,MIA,EA,N,Miami Sol,774.0,1856.0,369.0,529.0,129.0,389.0,296.0,573.0,869.0,476.0,643.0,274.0,435.0,96.0,2046.0,745.0,1722.0,469.0,614.0,129.0,382.0,278.0,693.0,971.0,446.0,588.0,222.0,515.0,104.0,2088.0,15.0,17.0,32.0,9.0,7.0,6.0,10.0,11.0,10.0,6475.0,141252.0,AmericanAirlines Arena,rothsro99w,0.0,15.0,17.0,,
askamma01w,C,77.0,198.0,none,53.0,3,1.0,MIA,6.0,1.0,72.0,11.0,6.0,5.0,11.0,3.0,1.0,1.0,1.0,9.0,10.0,4.0,11.0,3.0,0.0,0.0,0.0,MIA,EA,N,Miami Sol,774.0,1856.0,369.0,529.0,129.0,389.0,296.0,573.0,869.0,476.0,643.0,274.0,435.0,96.0,2046.0,745.0,1722.0,469.0,614.0,129.0,382.0,278.0,693.0,971.0,446.0,588.0,222.0,515.0,104.0,2088.0,15.0,17.0,32.0,9.0,7.0,6.0,10.0,11.0,10.0,6475.0,141252.0,AmericanAirlines Arena,rothsro99w,0.0,15.0,17.0,,
blackde01w,G,63.0,124.0,St. Joseph's,57.0,3,0.0,MIA,32.0,32.0,899.0,153.0,41.0,82.0,123.0,137.0,59.0,5.0,32.0,75.0,160.0,64.0,33.0,25.0,3.0,0.0,1.0,MIA,EA,N,Miami Sol,774.0,1856.0,369.0,529.0,129.0,389.0,296.0,573.0,869.0,476.0,643.0,274.0,435.0,96.0,2046.0,745.0,1722.0,469.0,614.0,129.0,382.0,278.0,693.0,971.0,446.0,588.0,222.0,515.0,104.0,2088.0,15.0,17.0,32.0,9.0,7.0,6.0,10.0,11.0,10.0,6475.0,141252.0,AmericanAirlines Arena,rothsro99w,0.0,15.0,17.0,,
brondsa01w,G,67.0,136.0,U. Western Sydney,55.0,3,0.0,MIA,30.0,23.0,763.0,263.0,7.0,34.0,41.0,46.0,26.0,4.0,40.0,40.0,266.0,97.0,67.0,55.0,44.0,14.0,0.0,MIA,EA,N,Miami Sol,774.0,1856.0,369.0,529.0,129.0,389.0,296.0,573.0,869.0,476.0,643.0,274.0,435.0,96.0,2046.0,745.0,1722.0,469.0,614.0,129.0,382.0,278.0,693.0,971.0,446.0,588.0,222.0,515.0,104.0,2088.0,15.0,17.0,32.0,9.0,7.0,6.0,10.0,11.0,10.0,6475.0,141252.0,AmericanAirlines Arena,rothsro99w,0.0,15.0,17.0,,
