tmID,year,average_powerRanking,average_PER,average_postPowerRanking,average_postPER,coachesPowerRanking,playoff,confID,rank,firstRound,semis,finals,o_dreb,powerRanking2,offensiveFieldGoalPercentage,offensiveThreePointPercentage,offensiveReboundsPerGame,offensiveAssistsPerGame,offensivePersonalFoulsPerGame,offensiveBlocksPerGame,offensivePointsPerGame,defensiveFieldGoalPercentage,defensiveThreePointPercentage,defensiveReboundsPerGame,defensiveAssistsPerGame,defensiveBlocksPerGame,defensivePointsPerGame,winPercentage,homeWinPercentage,awayWinPercentage,conferenceWinPercentage,attendance
MIN,3,26.264909869106702,7.246348128717727,0.0,0.0,-7.142857142857146,N,WE,8,0,0,0,650,58.09707429867827,42.43735087431034,45.810526315789495,37.65176784523015,30.060493252675656,51.97174808711006,27.798742138364783,15.761704743366456,44.321615642406606,69.9769236320125,9.420191917826733,41.835326586936525,37.43417903303016,29.67955801104973,25.728155339805824,40.23437499999999,17.073170731707314,23.076923076923077,40.79275007192389
MIN,3,26.264909869106702,7.246348128717727,0.0,0.0,-26.42857142857143,Y,WE,8,0,0,0,650,58.09707429867827,42.43735087431034,45.810526315789495,37.65176784523015,30.060493252675656,51.97174808711006,27.798742138364783,15.761704743366456,44.321615642406606,69.9769236320125,9.420191917826733,41.835326586936525,37.43417903303016,29.67955801104973,25.728155339805824,40.23437499999999,17.073170731707314,23.076923076923077,40.79275007192389
MIN,4,29.07916161043528,9.942764662448749,17.6931877125478,5.23793082490673,6.428571428571445,Y,WE,4,5,0,0,718,180.12868097738388,73.45175448923794,54.93313436262415,50.47364909939959,61.65658445788738,45.20306062389643,22.85115303983229,36.39995902059215,57.4566249038969,32.40466053463486,13.285579132315188,42.59429622815088,38.72666347534706,41.569060773480665,54.36893203883496,62.49999999999999,46.82926829268292,60.05917159763313,31.06020773603436
MIN,5,27.56340605668886,8.950899125850853,13.99323743103252,-7.761159830457991,96.42857142857144,N,WE,3,5,0,0,724,168.61683538868755,36.86297499638474,41.50597896956416,45.56370913942627,41.55421126105164,53.36472434765547,48.34381551362683,18.77881364614282,37.75926601645342,2.10667294083581,23.44911474523583,35.23459061637535,44.08808042125419,25.6574585635359,54.36893203883496,62.49999999999999,46.82926829268292,55.352339967724575,33.46296167696749
MIN,6,24.014149449916253,5.402514640866705,0.0,0.0,10.714285714285708,N,WE,6,0,0,0,715,105.18761730981184,44.36328085922258,59.75304113943396,38.94596397598399,43.4155421126105,42.06395919168136,40.29350104821803,22.548919168118022,59.966181449054034,54.2561663157984,27.55777807811868,45.906163753449874,52.51316419339397,34.32044198895029,38.83495145631068,62.49999999999999,15.609756097560975,38.4077461000538,27.684249164194803
MIN,7,30.03256901657837,10.700025592244003,0.0,0.0,-23.21428571428571,N,WE,7,0,0,0,804,49.20067180352593,59.30348294357886,62.62852836147648,64.34956637758505,28.5248953001396,51.481263488326455,30.901467505241097,48.12006966499332,67.97416728394597,43.85274232993175,59.77834842546292,78.2888684452622,37.194830062230736,73.83425414364642,23.300970873786408,43.74999999999999,7.804878048780487,24.85207100591716,25.73734387555679
MIN,7,30.03256901657837,10.700025592244003,0.0,0.0,5.357142857142868,N,WE,7,0,0,0,804,49.20067180352593,59.30348294357886,62.62852836147648,64.34956637758505,28.5248953001396,51.481263488326455,30.901467505241097,48.12006966499332,67.97416728394597,43.85274232993175,59.77834842546292,78.2888684452622,37.194830062230736,73.83425414364642,23.300970873786408,43.74999999999999,7.804878048780487,24.85207100591716,25.73734387555679
MIN,8,30.120846035286508,9.723634030360063,0.0,0.0,-25.0,N,WE,6,0,0,0,785,56.36529191103349,45.02602764302329,43.13909774436088,72.4616410940627,67.61284318287576,70.00196193839511,18.82599580712788,57.38141583854113,86.71436010213881,61.00821254766036,41.181240708203816,56.2097516099356,54.81091431306845,75.33701657458563,23.300970873786408,37.49999999999999,15.609756097560975,32.75954814416353,31.44016428408448
MIN,9,26.479442063695902,10.072233971825115,0.0,0.0,28.57142857142857,N,WE,7,0,0,0,792,129.45961283749668,62.04645418463212,37.91257805530773,64.56304202801869,53.094462540716606,81.93054738081226,42.97693920335431,68.11802069460093,73.58244340176782,44.677938274062726,61.508311934045146,64.3054277828887,49.449497367161314,72.59668508287295,46.60194174757281,50.0,46.82926829268292,37.27810650887574,30.172319719050407
NYL,1,27.61438718816316,6.345946881342157,22.955731668650134,11.559513116013706,62.85714285714283,Y,EA,1,10,10,5,652,262.0935638909032,67.77414817514361,52.87081339712915,33.34222815210139,34.4113541181945,51.97174808711006,27.798742138364783,28.388484786394837,36.59100649045484,0.0,21.597513177456413,28.93284268629255,18.71708951651508,23.198895027624317,66.99029126213593,73.4375,58.53658536585365,70.41420118343194,86.47086834456007
NYL,2,25.75836535836235,11.535943553230425,16.19298439711872,-0.8063753460760216,68.92857142857144,Y,EA,2,10,5,0,660,253.08839633325564,86.05409762329592,83.8872716232386,27.6717811874583,64.47184737087017,51.63821855993722,13.542976939203356,29.60762216985964,55.37563074784957,49.77772298189747,25.27368563319368,16.42134314627415,4.068932503590235,27.61325966850829,71.11650485436894,80.078125,58.53658536585365,64.49704142011834,95.69845537246654
NYL,3,28.883381281668843,9.643435514125686,28.04174806709409,11.155251398293816,53.57142857142859,N,EA,1,10,10,5,610,214.63441084820167,74.69289076240221,69.9812030075188,17.46497665110073,41.926477431363416,58.97586815773984,26.37316561844864,23.250691527507424,27.395427877770253,54.44503670213793,20.21894850655494,8.60165593376265,13.834370512206798,21.32044198895028,58.7378640776699,60.15625,58.53658536585365,52.66272189349112,87.83742224779516
NYL,4,29.935117526918024,9.760824802963462,0.0,0.0,28.57142857142857,Y,EA,6,0,0,0,686,163.92289610845995,60.82518331137285,69.58496240601501,24.429619746497668,41.926477431363416,30.449283892485784,40.9643605870021,25.17160127036164,50.90077139088947,45.18896161170392,29.07149614812812,34.4986200551978,15.749162278602208,31.491712707182344,46.60194174757281,62.49999999999999,31.21951219512195,44.5266272189349,76.7408061427962
NYL,5,30.863802677651268,8.996669034704398,21.495027959516836,11.059225594157155,-13.214285714285715,Y,EA,2,10,5,0,741,170.62750092738685,55.99724503204909,60.13940848880716,34.46297531687792,46.393671475104696,30.449283892485784,38.28092243186583,25.90923061161765,44.61331350479419,33.348902739705025,37.50506825246655,38.54645814167433,36.42891335567257,35.116022099447534,54.36893203883496,62.49999999999999,46.82926829268292,49.70414201183432,54.77475421870815
NYL,5,30.863802677651268,8.996669034704398,21.495027959516836,11.059225594157155,1.0714285714285694,Y,EA,2,10,5,0,741,170.62750092738685,55.99724503204909,60.13940848880716,34.46297531687792,46.393671475104696,30.449283892485784,38.28092243186583,25.90923061161765,44.61331350479419,33.348902739705025,37.50506825246655,38.54645814167433,36.42891335567257,35.116022099447534,54.36893203883496,62.49999999999999,46.82926829268292,49.70414201183432,54.77475421870815
NYL,6,25.89493679976835,6.52874823887399,10.48986667570632,2.529691297346764,46.428571428571445,N,EA,3,5,0,0,732,178.38013396393808,76.0957694436897,55.16311439756415,28.05870580386925,31.130758492322,38.610947616244864,30.230607966457026,31.154594816104925,59.959645114388216,30.72319591187073,22.151642113799152,22.35510579576817,8.08999521302058,34.05524861878453,54.36893203883496,56.25,54.634146341463406,43.49112426035502,56.91709407644765
NYL,7,27.599047989290657,8.348289216032352,0.0,0.0,-38.92857142857143,Y,EA,5,0,0,0,736,32.84890808237444,30.817944760978023,48.09582094771815,38.092061374249504,22.56863657515123,57.759466352756526,30.230607966457026,35.74428849503125,85.05470544945588,76.84253302487515,53.07473982970672,35.23459061637535,44.85399712781236,66.8508287292818,27.184466019417474,37.49999999999999,23.41463414634146,31.06508875739645,48.31946111645718
NYL,8,27.709805585476712,7.731839130801462,17.34996178564,4.322477501405827,20.0,Y,EA,4,5,0,0,788,136.40841317409402,49.3318086009801,77.61171688793195,49.6197464976651,31.87529083294554,40.18049833235236,28.21802935010483,39.10459993853088,44.85587546322653,37.625631771271486,62.15704824976347,35.602575896964126,30.30157970320728,53.149171270718256,46.60194174757281,56.25,39.02439024390244,49.70414201183432,44.75699645836847
NYL,9,30.84133367476304,11.399209727677832,21.31065857477431,7.512318848436952,55.35714285714286,N,EA,3,10,5,0,778,172.6536521244033,52.92419966787845,73.43287396962658,56.02401601067377,50.860865518845976,51.795173631547975,33.584905660377366,52.21801044974899,60.24374804566834,66.97192912602029,53.50723070685231,30.818767249310024,25.706079463858316,56.41988950276242,58.252427184466015,62.49999999999999,54.634146341463406,55.91715976331362,47.6865308875904
ORL,1,27.22147218444845,9.280475177289564,15.97755714342148,4.745042827981255,35.71428571428571,N,EA,3,5,0,0,606,133.9323329103066,67.33317337287882,53.72038587033625,29.93995997331554,32.82922289436947,40.63174416323327,47.75681341719078,33.6133592869583,67.30304955019098,51.75393191319926,33.08555210163536,57.8656853725851,30.11010052656774,41.79558011049724,50.48543689320388,66.796875,33.65853658536585,64.49704142011834,29.848414202240058
ORL,2,29.278557513456796,7.550836455534945,0.0,0.0,8.92857142857143,N,EA,5,0,0,0,614,80.04798304205113,34.56418375630229,41.90174684832385,40.14676450967311,24.52303396928804,60.64351579360408,44.19287211740042,27.691834852986368,75.26547034295875,66.71611954870606,23.435599405325043,57.08371665133395,34.99281953087602,39.1657458563536,38.10679611650485,60.15625,17.073170731707314,40.8284023668639,30.37618674417912
PHO,1,28.53141451616009,9.251660289032074,16.10003392704532,5.434559635643197,71.42857142857142,N,WE,4,5,0,0,619,195.95017615199131,76.99419633249758,32.117094767375306,22.9086057371581,29.664960446719395,56.30763194035707,19.958071278826,36.66120274562032,55.2589465433399,39.19795862111212,22.05703473442357,38.31646734130635,16.27573001436094,29.491712707182327,66.99029126213593,66.796875,66.82926829268293,52.66272189349112,51.30901479151993
PHO,2,23.98252722033415,7.082317609573322,0.0,0.0,8.92857142857143,N,WE,5,0,0,0,642,88.83868785355929,38.07260934192159,38.42753849479927,33.79586390927284,49.04606793857607,54.63998430449284,53.459119496855344,21.07366048560598,46.06770310016622,60.17577455724127,36.302203000405456,53.1738730450782,45.57204404021063,35.784530386740336,38.10679611650485,60.15625,17.073170731707314,34.91124260355029,39.3567524131705
PHO,3,26.141507355007786,7.538995237524182,0.0,0.0,25.0,N,WE,7,0,0,0,626,19.266336801915514,52.105652805523015,24.316889785439216,28.352234823215472,14.63471382038157,53.97292525014714,22.09643605870021,23.42485401085954,91.83032207384126,100.0,29.40937964589809,56.3017479300828,45.57204404021063,47.24309392265194,29.85436893203883,60.15625,0.4878048780487811,28.99408284023668,40.75505203321396
PHO,3,26.141507355007786,7.538995237524182,0.0,0.0,-26.785714285714285,N,WE,7,0,0,0,626,19.266336801915514,52.105652805523015,24.316889785439216,28.352234823215472,14.63471382038157,53.97292525014714,22.09643605870021,23.42485401085954,91.83032207384126,100.0,29.40937964589809,56.3017479300828,45.57204404021063,47.24309392265194,29.85436893203883,60.15625,0.4878048780487811,28.99408284023668,40.75505203321396
PHO,4,19.713241040519296,5.189181743228618,0.0,0.0,-42.85714285714285,N,WE,7,0,0,0,643,-5.7747176778135065,16.67264095803378,46.11026132666912,33.60907271514341,17.356910190786408,54.62036492054151,29.559748427672957,13.205614178875122,82.78009215333414,73.30956843801532,40.3162589539127,35.602575896964126,54.04499760651029,32.72928176795581,15.53398058252427,31.25,7.804878048780487,13.461538461538463,43.09282646005496
PHO,5,27.518981330913117,9.223477608039548,0.0,0.0,37.49999999999999,N,WE,5,0,0,0,652,139.75347212700402,61.52845823380475,75.8790038680516,15.677118078719143,32.24755700325731,80.98881695114774,47.0020964360587,29.843253764983075,57.643702752817006,85.9679954965778,19.98918772807136,16.099356025758972,47.15174724748684,29.6353591160221,50.48543689320388,56.25,46.82926829268292,49.70414201183432,39.0174700647811
PHO,6,29.702430275122424,10.17748810419488,0.0,0.0,28.57142857142857,N,WE,5,0,0,0,720,152.45908888342797,46.85018130378704,44.41670037803229,46.84456304202801,50.11633317822244,64.97939964685109,75.17819706498953,34.84274152238499,62.34140781028968,71.59092271934637,20.85416948236248,21.25114995400185,28.003829583532784,40.15469613259669,46.60194174757281,62.49999999999999,31.21951219512195,55.352339967724575,32.99124016626819
PHO,7,27.943382613893263,11.614723418210223,0.0,0.0,126.42857142857144,Y,WE,5,0,0,0,811,173.35537929217423,74.3382229741811,73.57590652531604,64.56304202801869,83.99255467659376,78.7914459485972,40.29350104821803,83.93607212375781,67.50529244943876,42.40957614391271,76.86173807271251,60.9935602575897,38.72666347534706,86.5635359116022,54.36893203883496,56.25,54.634146341463406,37.27810650887574,34.30819138699021
PHO,8,30.942955263130838,11.30277856687725,24.33151808623874,7.529518990412651,91.07142857142856,N,WE,1,10,10,10,873,247.93658247157285,70.68195680305867,62.34788967431045,66.05737158105403,100.0,52.73690406121246,61.761006289308185,89.26339514394014,34.1624170683027,84.66502905532188,100.0,79.3928242870285,25.706079463858316,88.77348066298343,73.78640776699031,68.75000000000001,78.04878048780488,83.59332974717589,36.65092608208252
PHO,9,28.37183556610182,11.225962567042124,0.0,0.0,68.57142857142856,Y,WE,6,0,0,0,851,133.1985005933618,61.92613022398162,42.72199757596556,81.8545697131421,54.2112610516519,95.42868353933686,59.74842767295597,88.03401290851347,53.263719911354656,59.57287126699195,80.10541965130425,87.4885004599816,41.02441359502154,98.05524861878456,46.60194174757281,56.25,39.02439024390244,37.27810650887574,43.26941200980149
POR,1,27.80249396558937,8.157636251371871,0.0,0.0,-17.85714285714286,N,WE,7,0,0,0,627,41.6658219429107,48.79799890240912,48.0873083401344,32.434956637758496,35.597952536063275,100.0,21.38364779874214,28.99805347812724,59.61264546103716,48.161276918122944,18.38086227868631,38.70745170193192,48.01340354236477,48.37016574585636,25.728155339805824,33.59374999999999,25.36585365853658,11.242603550295858,37.42075971468537
POR,2,27.165305104747446,8.312090067405627,0.0,0.0,-8.92857142857143,N,WE,7,0,0,0,696,42.071998742738806,21.67327581420376,45.34022918568096,46.04402935290192,24.12750116333178,57.30822052187561,30.649895178197067,23.163610285831368,36.81850655753068,90.52699047794776,53.53426138667388,44.18123275068997,59.40641455241743,38.883977900552495,29.85436893203883,33.59374999999999,33.65853658536585,17.159763313609464,39.69256257378399
SAC,1,29.40459710304599,10.876479698989044,17.968504161055723,10.360505024249884,80.35714285714286,Y,WE,3,5,0,0,650,224.8928398034847,70.77711356216741,27.87524366471735,55.57038025350232,70.00930665425778,36.62938983715911,67.00209643605871,45.3693269132261,55.22404442307423,55.40180242654122,17.92134072171915,44.96320147194112,36.62039253231211,36.44198895027625,71.11650485436894,80.078125,58.53658536585365,64.49704142011834,34.32803245999544
SAC,2,28.609221228622676,13.76192578441682,21.37000306417103,10.521825758801198,29.28571428571428,Y,WE,2,10,5,0,723,259.55649599797067,56.09099661301165,88.08368438827566,68.95263509006003,66.44951140065145,42.29939179909751,67.71488469601678,41.10234607109927,30.474751345095434,11.200477802110251,30.328422759832407,42.2263109475621,58.59262805169938,32.966850828729285,66.99029126213593,73.4375,58.53658536585365,64.49704142011834,37.682165851529255
SAC,2,28.609221228622676,13.76192578441682,21.37000306417103,10.521825758801198,60.71428571428572,N,WE,2,10,5,0,723,259.55649599797067,56.09099661301165,88.08368438827566,68.95263509006003,66.44951140065145,42.29939179909751,67.71488469601678,41.10234607109927,30.474751345095434,11.200477802110251,30.328422759832407,42.2263109475621,58.59262805169938,32.966850828729285,66.99029126213593,73.4375,58.53658536585365,64.49704142011834,37.682165851529255
SAC,3,25.36257794366692,6.894996790904521,0.0,0.0,17.85714285714286,Y,WE,6,0,0,0,648,94.59673535464252,34.35075210836633,7.410297896640358,35.3835890593729,43.50860865518845,71.31646066313517,32.78825995807128,29.95594713656387,51.07083167657485,42.76592574818085,46.41167725368293,41.05335786568538,46.38583054092867,47.524861878453045,42.23300970873786,60.15625,25.36585365853658,34.91124260355029,42.928145554111566
SAC,4,30.474162448402964,9.639043068492349,23.764349509468524,4.895761385069243,-3.2142857142857224,Y,WE,3,10,5,0,718,186.25675039084345,41.99752805338686,34.02215899155922,47.91194129419612,57.18939041414611,47.40043162644692,36.9392033542977,29.761294949288,40.22559491000939,34.76837383155258,36.42384105960264,38.17847286108555,50.2154140737195,27.95580110497237,58.252427184466015,68.75000000000001,46.82926829268292,54.88165680473372,48.58235533377645
SAC,4,30.474162448402964,9.639043068492349,23.764349509468524,4.895761385069243,48.57142857142856,Y,WE,3,10,5,0,718,186.25675039084345,41.99752805338686,34.02215899155922,47.91194129419612,57.18939041414611,47.40043162644692,36.9392033542977,29.761294949288,40.22559491000939,34.76837383155258,36.42384105960264,38.17847286108555,50.2154140737195,27.95580110497237,58.252427184466015,68.75000000000001,46.82926829268292,54.88165680473372,48.58235533377645
SAC,5,29.563857613348677,9.85104594053187,22.141406194304466,6.418778911820527,146.42857142857144,Y,WE,4,10,5,0,635,167.65417009228256,54.01241426392323,62.78916469255328,38.73248832555036,38.94834806886925,47.40043162644692,34.25576519916143,30.82675955332445,62.28540160197653,61.10424797025386,12.636842816596838,37.07451701931922,31.833413116323605,30.16574585635358,54.36893203883496,56.25,54.634146341463406,55.352339967724575,44.59727582067638
SAC,6,30.783256221007,9.368518449709503,24.7974728776841,8.99885367286569,201.78571428571428,Y,WE,1,10,10,10,674,289.83683023491176,61.288088281408434,66.67919799498748,42.78852568378918,41.926477431363416,60.89856778497155,27.547169811320757,32.220059420141375,42.66609039854279,19.74258834891412,8.528179483714018,18.6752529898804,43.322163714696025,17.08287292817681,81.55339805825243,87.5,70.24390243902438,83.59332974717589,43.44103729129672
SAC,7,28.8953923002149,10.044789215946505,28.52273524328369,11.009350289966214,50.35714285714286,Y,WE,2,10,10,5,720,202.16525421497155,51.95040167469522,52.5973284621532,63.06871247498329,35.22568636575151,56.50382577987052,14.129979035639415,49.26749308472494,65.19063579469761,25.550161564495617,19.77294228949857,34.86660533578657,51.74724748683581,44.57458563535912,66.01941747572816,81.24999999999999,46.82926829268292,49.70414201183432,44.69400105157687
SAC,8,29.85539685194852,8.567743689855725,21.408469337501547,7.977640231964361,32.5,Y,WE,3,5,0,0,723,168.68625390102892,39.95748154935118,65.33992323466009,70.96731154102736,45.64913913448115,47.71434176966844,22.85115303983229,48.4479049277738,61.36940930794571,51.7835870898801,21.28666035950804,47.74609015639375,50.2154140737195,51.29281767955801,58.252427184466015,68.75000000000001,46.82926829268292,55.352339967724575,42.13251852660192
SAC,9,27.11380227423867,9.304302991371422,18.74713957242517,5.850168757635443,46.428571428571445,N,WE,4,5,0,0,721,100.5793014060588,41.87755058164846,86.67215985168397,56.87791861240825,21.824104234527685,62.78202864430056,6.750524109014674,49.92316361028584,86.79987478515604,54.32780427744552,31.882686849574267,62.09751609935604,100.0,59.33701657458567,54.36893203883496,75.0,31.21951219512195,43.49112426035502,40.39196039721828
SAS,4,30.72556865445697,6.565595533958379,0.0,0.0,17.857142857142854,N,WE,6,0,0,0,795,93.03455411960236,17.277842094519453,16.677407805227375,64.56304202801869,5.072126570497901,74.71061408671767,67.12788259958073,22.87675443089845,27.05714846818537,26.715118752493694,52.85849439113392,43.33026678932843,49.449497367161314,46.60773480662982,31.067961165048548,50.0,15.609756097560975,39.349112426035504,58.97312526661442
SAS,4,30.72556865445697,6.565595533958379,0.0,0.0,-17.85714285714286,N,WE,6,0,0,0,795,93.03455411960236,17.277842094519453,16.677407805227375,64.56304202801869,5.072126570497901,74.71061408671767,67.12788259958073,22.87675443089845,27.05714846818537,26.715118752493694,52.85849439113392,43.33026678932843,49.449497367161314,46.60773480662982,31.067961165048548,50.0,15.609756097560975,39.349112426035504,58.97312526661442
SAS,5,27.432411874201915,11.704683675888935,0.0,0.0,-32.14285714285715,N,WE,7,0,0,0,701,33.15864356978225,50.93072918141982,36.17241484277496,34.24949966644429,29.26942764076314,43.31959976456737,26.20545073375262,20.909742854215747,78.88854071602722,73.44008605192236,23.01662386809027,59.88960441582335,41.02441359502154,41.03867403314919,19.417475728155345,31.25,15.609756097560975,21.463152232383,42.20295433577048
SAS,5,27.432411874201915,11.704683675888935,0.0,0.0,5.357142857142856,N,WE,7,0,0,0,701,33.15864356978225,50.93072918141982,36.17241484277496,34.24949966644429,29.26942764076314,43.31959976456737,26.20545073375262,20.909742854215747,78.88854071602722,73.44008605192236,23.01662386809027,59.88960441582335,41.02441359502154,41.03867403314919,19.417475728155345,31.25,15.609756097560975,21.463152232383,42.20295433577048
SAS,6,27.246507519821588,6.550070021799896,0.0,0.0,-51.78571428571429,N,WE,7,0,0,0,690,-16.467254640247837,49.27197136522336,39.85405992858252,22.081387591727815,6.933457422056759,50.22562291544045,15.471698113207546,16.81180206946009,70.57548585387774,58.27429120164887,27.55777807811868,55.473781048758056,55.5768310196266,44.3093922651934,11.650485436893202,25.0,7.804878048780487,4.5185583647122085,38.4019007747939
SAS,7,31.858427877870646,10.808004640574882,0.0,0.0,-23.92857142857144,Y,WE,6,0,0,0,814,102.21749280011689,38.83114347039563,52.09336290366205,69.47298198799197,46.76593764541647,37.66921718658034,10.775681341719084,48.12006966499332,64.17799318360034,67.55122514863,66.91444789836464,54.369825206991706,41.02441359502154,62.16574585635362,34.95145631067961,31.25,46.82926829268292,49.70414201183432,33.78637116695271
SAS,8,32.41379343556827,10.402307497994585,27.300822828766364,13.671295174853643,82.85714285714283,Y,WE,2,10,5,0,764,200.18962761187797,56.242940811324125,72.53646483700415,52.18145430286856,56.81712424383433,51.16735334510497,42.30607966457024,47.62831677082266,54.98289169785531,38.60532300317222,45.28990404108661,38.17847286108555,47.15174724748684,51.64640883977902,62.135922330097095,50.0,78.04878048780488,61.00053792361485,35.2402257914108
SAS,9,27.14640590823968,7.063311503750608,22.379438190243352,12.001698437037954,77.14285714285712,Y,WE,1,10,10,5,847,273.32256390659484,64.75622687214369,51.76810300333392,53.46230820547031,69.4741740344346,35.15793604080833,55.72327044025158,50.00512242598092,26.62426586389478,9.403699504020649,60.21083930260844,32.290708371665126,25.706079463858316,45.81215469613262,77.66990291262137,87.5,62.4390243902439,49.70414201183432,38.73324669398121
SEA,1,26.959721553872672,5.610230274771396,0.0,0.0,-53.57142857142857,N,WE,8,0,0,0,537,-61.993958069885785,17.613264417518764,20.01569858712717,0.0,0.0,62.31116342946831,21.38364779874214,0.0,88.96419763624147,60.10745778997445,31.24746587376672,46.136154553817846,42.31689803733844,35.97237569060774,9.223300970873789,20.3125,8.780487804878048,11.242603550295858,42.1419430362794
SEA,2,28.048587710997555,8.576536138029683,0.0,0.0,-57.85714285714286,Y,WE,8,0,0,0,585,9.511981939991712,12.912378582666747,28.914519307978665,22.228152101400926,8.70172173103769,47.9693937610359,45.61844863731657,8.62104292592972,63.823947929525225,87.94009096617101,41.12717934856062,40.66237350505981,45.57204404021063,24.419889502762437,25.728155339805824,26.953125,33.65853658536585,23.076923076923077,18.66152121506731
SEA,3,28.43335168676636,9.066196147445243,14.817647862624542,4.075616745446058,44.642857142857125,N,WE,4,5,0,0,633,164.23125960930574,40.564554087552,67.74941305833751,45.8172114743162,49.04606793857607,53.97292525014714,62.72536687631028,31.871734453437146,64.29421418182659,17.888240409903887,22.05703473442357,39.098436062557504,43.94447103877454,29.585635359116026,54.61165048543689,60.15625,50.24390243902439,46.745562130177504,26.85439628575113
SEA,4,28.18276396121588,7.882347882177219,0.0,0.0,109.28571428571428,Y,WE,5,0,0,0,732,190.97304705359767,66.6808756824871,45.810526315789495,49.40627084723149,49.74406700791064,48.34216205611144,47.672955974842765,37.05562954615305,44.94043296334203,45.10947581627942,24.53034193809974,16.099356025758972,21.87649593106749,33.08287292817678,54.36893203883496,75.0,31.21951219512195,44.5266272189349,31.359807938413308
SEA,5,30.760250567329777,10.532534874009263,26.174662056963445,10.50968252266674,41.428571428571416,Y,WE,2,10,10,10,709,211.65186481238575,62.80583206962653,84.17455940534705,46.20413609072715,51.23313168915773,54.934275063763,42.97693920335431,41.07161151521359,61.0157515984418,64.32446551489747,11.77186106230572,34.86660533578657,47.15174724748684,32.19889502762433,62.135922330097095,75.0,46.82926829268292,61.00053792361485,38.02343230721917
SEA,6,28.557661303051034,9.140251197250278,18.855558499491316,4.945734214219987,41.428571428571416,Y,WE,2,5,0,0,776,195.22613324304345,69.82192758120792,45.01989238831342,54.74316210807202,39.32061423918102,52.42299391799098,61.09014675052412,46.0710992726155,43.16467883227848,33.441966476879365,19.98918772807136,57.31370745170194,60.17233125897559,44.83977900552488,62.135922330097095,81.24999999999999,39.02439024390244,61.00053792361485,46.3859485520977
SEA,7,28.46176916421211,8.294748237221908,15.944553910559682,4.5150420964156135,6.428571428571445,Y,WE,4,5,0,0,821,177.78940676646894,82.98840169904634,49.647803719825866,65.20346897931954,37.08701721731036,60.27074749852854,40.29350104821803,58.03708636410203,56.34262837017986,50.81550487591786,22.367887552371947,39.65041398344067,30.30157970320728,59.69060773480663,54.36893203883496,50.0,62.4390243902439,49.70414201183432,43.66474538943066
SEA,8,27.652526331871744,7.570434760657547,14.31141476883292,7.422444650926918,14.642857142857125,Y,WE,4,5,0,0,820,147.34058531113234,67.61851000963841,60.50925435654866,68.61907938625748,44.160074453234046,40.80831861879536,56.39412997903565,65.41337977666221,58.00791502701006,75.53300273288323,35.99135018245711,65.77736890524379,28.003829583532784,66.05524861878456,50.48543689320388,68.75000000000001,31.21951219512195,49.70414201183432,38.64941816053412
SEA,9,27.67170369621528,8.86366465138484,16.21067329773712,5.732702384716258,59.28571428571428,Y,WE,2,5,0,0,822,233.1727814720326,57.65239841690858,32.871914886554144,68.19212808539027,43.043275942298735,60.89856778497155,49.014675052410894,45.66130519413995,26.406976693533917,34.81026240333426,35.55885930531152,31.554737810487577,30.30157970320728,44.75138121546962,69.90291262135922,93.75,39.02439024390244,68.34319526627219,41.1047509449311
UTA,1,29.50119257929924,10.775812798978166,0.0,0.0,13.57142857142859,Y,WE,5,0,0,0,732,191.26559111222588,83.06732177647378,48.88365953050566,65.09673115410271,52.21033038622615,78.98763978811066,67.00209643605871,51.46501383055014,72.59324558470378,58.41628508859243,8.730909582375997,44.96320147194112,33.36524652943992,58.138121546961344,58.7378640776699,73.4375,41.95121951219512,64.49704142011834,22.72150077876212
UTA,2,28.80650894571508,7.264443110841392,14.748802249265458,9.001199926229727,64.28571428571429,Y,WE,3,5,0,0,775,212.63776366255053,69.90413517299505,36.04092197707386,62.82855236824548,53.001395998138655,53.63939572297429,66.28930817610063,33.52627804528224,28.043036469050435,12.315934115655397,23.205838626841462,35.18859245630175,62.66156055528962,37.94475138121548,62.864077669902905,53.515625,75.12195121951218,52.66272189349112,26.225930298310534
UTA,2,28.80650894571508,7.264443110841392,14.748802249265458,9.001199926229727,-20.35714285714286,Y,WE,3,5,0,0,775,212.63776366255053,69.90413517299505,36.04092197707386,62.82855236824548,53.001395998138655,53.63939572297429,66.28930817610063,33.52627804528224,28.043036469050435,12.315934115655397,23.205838626841462,35.18859245630175,62.66156055528962,37.94475138121548,62.864077669902905,53.515625,75.12195121951218,52.66272189349112,26.225930298310534
WAS,1,27.64936278337672,8.90469281159054,15.074854685940208,4.135642325123514,-23.928571428571423,Y,EA,4,5,0,0,646,143.0247654901622,89.09855129933696,40.55885983615752,34.703135423615734,51.81479758026988,45.301157543653126,44.905660377358494,30.82675955332445,87.35250065462154,80.39672418712709,8.730909582375997,48.87304507819688,25.227381522259456,40.66850828729282,42.23300970873786,40.23437499999999,50.24390243902439,64.49704142011834,92.508506860051
WAS,1,27.64936278337672,8.90469281159054,15.074854685940208,4.135642325123514,8.928571428571427,N,EA,4,5,0,0,646,143.0247654901622,89.09855129933696,40.55885983615752,34.703135423615734,51.81479758026988,45.301157543653126,44.905660377358494,30.82675955332445,87.35250065462154,80.39672418712709,8.730909582375997,48.87304507819688,25.227381522259456,40.66850828729282,42.23300970873786,40.23437499999999,50.24390243902439,64.49704142011834,92.508506860051
