tmID,year,average_powerRanking,average_PER,average_postPowerRanking,average_postPER,coachesPowerRanking,playoff,confID,rank,firstRound,semis,finals,o_dreb,powerRanking2,offensiveFieldGoalPercentage,offensiveThreePointPercentage,offensiveReboundsPerGame,offensiveAssistsPerGame,offensivePersonalFoulsPerGame,offensiveBlocksPerGame,offensivePointsPerGame,defensiveFieldGoalPercentage,defensiveThreePointPercentage,defensiveReboundsPerGame,defensiveAssistsPerGame,defensiveBlocksPerGame,defensivePointsPerGame,winPercentage,homeWinPercentage,awayWinPercentage,conferenceWinPercentage,attendance
DET,3,26.2739190211644,7.284692718424095,0.0,0.0,8.928571428571438,N,EA,8,0,0,0,719,59.39505835971264,32.58946038255487,22.192844749235725,64.86991327551699,34.80688692415076,49.30351186972729,49.182389937106926,25.427722569408868,48.87742949091552,40.90338803918079,25.27368563319368,30.105795768169276,55.33748204882719,44.8950276243094,21.601941747572813,40.23437499999999,8.780487804878048,23.076923076923077,18.122836082975365
DET,3,26.2739190211644,7.284692718424095,0.0,0.0,34.28571428571428,Y,EA,8,0,0,0,719,59.39505835971264,32.58946038255487,22.192844749235725,64.86991327551699,34.80688692415076,49.30351186972729,49.182389937106926,25.427722569408868,48.87742949091552,40.90338803918079,25.27368563319368,30.105795768169276,55.33748204882719,44.8950276243094,21.601941747572813,40.23437499999999,8.780487804878048,23.076923076923077,18.122836082975365
DET,4,28.11827638853829,9.88277129448004,22.87474543232956,7.5963358653359965,136.07142857142858,Y,EA,1,10,10,10,851,324.61423335393374,80.76706143588684,89.39453897902652,82.70847231487659,48.62726849697536,36.09966647047281,61.09014675052412,50.57883413584674,27.143945969833077,17.362204101429153,29.50398702527368,33.762649494020245,41.02441359502154,43.77900552486187,81.55339805825243,75.0,85.85365853658537,80.76923076923076,37.703991031835
DET,5,24.74939728019131,6.997348749247387,15.792339121023558,5.923568339153037,-2.500000000000014,Y,EA,3,5,0,0,773,162.05338023265776,49.25572994097781,17.796884555887313,69.89993328885924,55.70032573289904,49.59780262899744,54.38155136268343,35.25253560086058,40.306295525533216,66.63621263389156,27.55777807811868,37.810487580496776,42.55624700813787,42.54143646408841,50.48543689320388,43.74999999999999,62.4390243902439,55.91715976331362,51.20236902411682
DET,6,28.274844915825543,8.248915993463493,9.526135469867102,4.498961266427309,88.57142857142856,Y,EA,4,5,0,0,803,149.46825145623123,36.59230614994605,35.76799140708913,79.50633755837222,22.196370404839456,85.06964881302727,59.07756813417191,25.499436533142102,32.42220772742967,49.90412523444784,19.5566968509258,22.35510579576817,46.38583054092867,34.23204419889503,46.60194174757281,68.75000000000001,23.41463414634146,55.91715976331362,50.45634467912025
DET,7,27.85514891606982,8.211901954136799,23.1520396484483,6.600321853924148,93.9285714285714,Y,EA,2,10,10,10,880,286.55185055167755,46.58650075010826,43.03875631106756,94.6631087391594,58.6784550953932,69.37414165195212,47.0020964360587,48.4479049277738,14.997033792989626,28.997733420916184,33.82889579672929,22.72309107635695,24.94016275730014,42.806629834254174,73.78640776699031,81.24999999999999,62.4390243902439,74.55621301775147,50.50445928115792
DET,8,25.90833634603484,6.618980325815428,22.26115648276843,9.427424731782484,180.0,Y,EA,1,10,10,5,931,290.95322067026893,61.65862146138157,65.9919028340081,100.0,55.32805956258724,66.54895036295862,33.584905660377366,62.38090359594304,23.859412972829524,45.903597549632345,34.9101229895932,49.21803127874885,31.833413116323605,56.59668508287293,77.66990291262137,68.75000000000001,85.85365853658537,74.55621301775147,53.6219878771044
DET,9,25.068800688934576,8.069677683742764,16.276502930629274,5.4927572577925785,82.14285714285714,Y,EA,1,10,10,10,843,274.68695564554275,56.458677105263,62.406015037594,86.55103402268175,70.59097254536994,73.45497351383166,34.25576519916143,60.331933203565214,35.08666021722845,59.07462038260363,34.045141235302054,39.65041398344067,33.36524652943992,55.00552486187845,69.90291262135922,81.24999999999999,54.634146341463406,86.98224852071004,52.09968155077826
HOU,1,31.1795923782503,11.518912801462882,22.36358878515796,6.898817303035526,93.92857142857142,Y,WE,2,10,10,10,724,374.23366707593885,100.0,60.3172901704363,46.27084723148765,41.1354118194509,30.95938787522072,29.22431865828092,56.86405081446573,35.294360850140706,16.594669305881904,6.663062576023787,33.233670653173874,11.393011010052655,26.110497237569064,95.873786407767,86.71875,100.0,88.16568047337277,68.6709457247448
HOU,2,29.885653737722976,8.526216619128405,18.73703671029151,6.353106123981849,39.64285714285715,Y,WE,4,5,0,0,710,203.2269893336252,25.34696401572939,34.114596836919894,60.1067378252168,14.239181014425313,15.950559152442612,22.809224318658284,19.593279377113,20.768241415835003,46.34680469838736,25.0439248547101,25.0229990800368,39.87553853518431,19.348066298342545,62.864077669902905,66.796875,58.53658536585365,64.49704142011834,61.24939236713921
HOU,3,27.464981723284744,8.249306448663974,16.895580069069787,5.910960989717552,84.28571428571426,Y,WE,2,5,0,0,702,311.69556744339303,56.6795892158001,42.88884862759304,47.17811874583055,23.73196835737552,1.9423190111830453,44.905660377358494,21.770310419014443,0.0,26.443268938343746,22.976077848357885,22.67709291628335,0.0,9.767955801104977,83.49514563106796,86.71875,75.12195121951218,82.24852071005917,64.9859624408488
HOU,4,30.965809915463197,8.20689248915394,18.300800891210457,2.3675660379922125,64.28571428571428,N,WE,2,5,0,0,764,208.21415311137565,63.78880387659568,47.63507606224866,40.01334222815208,18.84597487203349,0.0,41.63522012578616,25.253560086056755,35.68522438365604,50.13179374875574,16.96175158805245,38.17847286108555,35.66299664911441,21.41436464088398,62.135922330097095,81.24999999999999,39.02439024390244,60.05917159763313,45.91621114869892
HOU,5,28.820974669686464,7.113159385560835,0.0,0.0,-23.92857142857144,Y,WE,6,0,0,0,724,99.1794892601108,45.51370365605519,54.98382828579832,41.0807204803202,13.63424848766869,20.40415930939769,26.876310272536685,19.762319434484173,46.56847863847046,60.051505012426674,27.55777807811868,46.64213431462743,41.02441359502154,27.513812154696144,34.95145631067961,50.0,23.41463414634146,27.11135018827326,39.59286118193272
HOU,6,27.46530024773856,7.608617804894754,18.45271400503172,11.660096571636569,15.35714285714286,Y,WE,3,10,5,0,684,161.4199012411643,78.70205499376911,22.384008802494037,25.07004669779852,19.590507212657037,28.56582303315677,25.53459119496856,30.5808831062391,70.66777871526055,59.768751685509066,7.230706852277341,47.37810487580497,27.23791287697463,32.11049723756908,58.252427184466015,62.49999999999999,54.634146341463406,49.70414201183432,31.27002708306465
HOU,7,29.734814074789558,8.854695180528422,17.3568051368824,7.130383127844142,46.428571428571445,N,WE,3,5,0,0,822,195.81689979025265,73.41391742889485,66.45533324837518,60.2935290193462,43.78780828292228,39.86658818913087,11.446540880503148,46.80872861387152,47.06715432458527,18.0029926852607,42.478713339640514,41.85832566697332,10.38774533269507,48.55248618784532,54.36893203883496,68.75000000000001,39.02439024390244,55.91715976331362,36.18565292010992
HOU,8,29.9602134914008,8.853869942681165,0.0,0.0,1.7857142857142776,N,WE,5,0,0,0,770,109.49034055187504,57.76264532372486,56.27562055824493,64.34956637758505,53.46672871102835,51.795173631547975,28.21802935010483,47.05460506095688,54.16371638562772,57.9800388094284,29.28774158670091,64.67341306347745,64.76783149832457,64.37569060773482,34.95145631067961,37.49999999999999,39.02439024390244,44.05594405594405,40.267953690935606
IND,1,24.56144216717452,5.594198110096784,0.0,0.0,-26.78571428571428,N,EA,7,0,0,0,647,95.72649341802924,64.66765103709955,76.27465977804397,31.527685123415605,43.90414146114471,60.30998626643124,44.905660377358494,34.04876549533859,85.59406282012678,22.936058377274552,18.610623057169885,54.7378104875805,3.255146002872188,47.14917127071824,21.601941747572813,26.953125,25.36585365853658,28.99408284023668,60.830249699903774
IND,2,29.90135416581737,10.13117299052103,0.0,0.0,-40.71428571428572,Y,EA,6,0,0,0,649,52.8215668027311,50.61388723651509,61.67436528541086,32.20813875917277,26.89623080502559,46.30174612517167,39.20335429769392,28.82389099477512,85.6406005227872,65.5001163584839,21.367752398972836,69.20423183072677,56.15126854954524,43.29834254143648,25.728155339805824,40.23437499999999,17.073170731707314,28.99408284023668,40.32053253439946
IND,3,29.92105239035252,8.48114675842747,16.489691121051614,8.610214049451315,35.71428571428571,N,EA,4,5,0,0,633,122.0946367321055,33.89641000991563,45.40771819050385,35.15677118078718,22.54536993950674,32.62703551108495,26.37316561844864,23.947341460915887,77.91029212192953,59.16542525074312,13.555885930531153,46.52713891444342,60.22020105313548,32.02762430939227,50.48543689320388,60.15625,41.95121951219512,58.57988165680472,38.347833850854656
IND,4,29.174524367039755,9.609884616250955,0.0,0.0,28.57142857142857,N,EA,5,0,0,0,654,115.97075572790872,49.65251782508485,60.07518796992481,31.04736490993995,46.393671475104696,55.87600549342751,36.26834381551362,32.87572994570228,73.51376187582446,78.45563614026311,12.636842816596838,58.049678012879504,72.42699856390618,37.23756906077349,46.60194174757281,62.49999999999999,31.21951219512195,49.70414201183432,41.73718514697275
IND,5,30.51112528556364,8.40171999893442,0.0,0.0,13.928571428571438,Y,EA,6,0,0,0,705,123.30637733429508,27.075309649457157,56.2033983086615,55.17011340893928,52.34993020009306,46.77261134000391,44.989517819706506,21.48345456408153,64.76306207076645,54.79544097153094,8.960670360859575,37.442502299908,66.29966491144089,30.519337016574596,42.71844660194174,56.25,31.21951219512195,37.27810650887574,35.39349808037618
IND,6,29.67848621905661,9.046294982353254,18.493892825675648,6.118919919584909,33.21428571428572,Y,EA,2,10,5,0,671,202.1957463087836,33.76458589710072,36.707152496626186,36.170780520346895,29.26942764076314,55.87600549342751,18.82599580712788,19.18860772461837,64.68835495842015,47.8201363645487,13.501824570887957,8.371665133394673,28.76974629009096,20.61878453038674,66.01941747572816,81.24999999999999,46.82926829268292,74.55621301775147,42.09234035376633
IND,7,30.30076855921112,9.500392614091163,9.025300399361294,5.7744758475661335,64.64285714285714,Y,EA,3,5,0,0,755,199.4602278825804,40.17229300297085,28.64920922997149,53.67578385590394,32.24755700325731,36.41357661369434,17.48427672955975,40.90769388382339,66.04257482200249,26.252750859559537,28.855250709555357,34.86660533578657,22.642412637625664,36.79558011049727,66.01941747572816,68.75000000000001,62.4390243902439,62.1301775147929,32.30771520123808
IND,8,32.82152028707566,10.593012416209648,23.242033329565874,8.318076893020525,50.35714285714286,Y,EA,2,10,5,0,812,225.75959272430964,50.92532920739036,55.57575256823376,66.27084723148766,35.97021870637505,48.96998234255444,46.33123689727464,44.59584059010346,31.07292962769704,41.30910853551924,51.12853088255169,23.091076356945724,29.53566299664912,41.569060773480665,66.01941747572816,68.75000000000001,62.4390243902439,62.1301775147929,37.83692622097003
IND,9,26.688800451687666,8.44860594773462,16.686585100480908,3.694763283673528,60.35714285714283,Y,EA,4,5,0,0,778,151.98956217954472,35.28812745060932,53.251709333757326,60.72048032021347,31.87529083294554,74.39670394349618,65.78616352201257,44.02212888023767,50.679680064527766,39.83219359620443,52.64224895256113,23.82704691812328,41.79033030157971,49.259668508287305,50.48543689320388,62.49999999999999,39.02439024390244,62.1301775147929,36.36174244303132
LAS,1,32.59665295592815,11.444098761080882,24.934085089934538,12.486976704439966,275.7142857142857,Y,WE,1,10,5,0,783,360.2784887966689,71.38784199186297,45.69831658793,67.59172781854568,77.5244299674267,81.32234647832058,66.28930817610063,51.81333879725437,23.45044757711298,15.579858076576528,24.12488174077578,22.286108555657773,27.668741024413595,35.784530386740336,100.0,93.359375,100.0,88.16568047337277,23.4967907064414
LAS,2,33.989823026808885,12.680341218951378,27.67250299995233,8.441856507040761,245.7142857142857,Y,WE,1,10,10,10,755,376.7326290436495,81.62740089976477,73.52555701179554,70.7671781187458,81.47975802698927,51.63821855993722,53.459119496855344,53.90328859747976,20.137242990931583,34.2412960085101,11.028517367211784,58.64765409383625,34.99281953087602,35.502762430939235,100.0,100.0,91.70731707317074,100.0,45.04469201694428
LAS,3,28.66977596674615,9.604051259719071,23.758511160681397,12.733024045781214,121.78571428571428,Y,WE,1,10,10,10,814,350.24487612757514,75.9951784173666,81.23366669099936,79.38625750500333,76.33783154955792,67.64763586423386,69.85324947589099,54.8611822559164,17.542935477411735,29.7414236164316,19.759426949587784,46.918123275069,32.55146002872188,41.98342541436465,87.62135922330097,73.4375,100.0,88.16568047337277,63.87585440620629
LAS,4,27.33469930200982,7.930869392418692,20.508380432951416,5.848125905661882,100.0,Y,WE,1,10,10,5,813,257.2461997300492,50.17430805297566,43.86534518113464,65.41694462975317,64.2624476500698,60.27074749852854,63.10272536687632,46.153058088310615,32.732386409579306,70.37848120866236,38.37005000675767,58.78564857405705,39.492580181905225,47.04972375690609,77.66990291262137,62.49999999999999,93.65853658536584,75.59171597633136,49.75099453378439
LAS,5,30.315600905368512,8.585301987263428,17.199644032734565,2.1194829926197745,37.85714285714286,Y,WE,1,5,0,0,809,287.2982154450997,68.30613131021033,83.23707820275325,59.43962641761171,78.7808282922289,75.65234451638219,54.38155136268343,45.82522282553015,16.186933689797495,52.16660894133558,29.936477902419234,44.06623735050598,29.53566299664912,40.773480662983424,81.55339805825243,87.5,70.24390243902438,77.94513179128563,59.34167319768653
LAS,5,30.315600905368512,8.585301987263428,17.199644032734565,2.1194829926197745,32.5,Y,WE,1,5,0,0,809,287.2982154450997,68.30613131021033,83.23707820275325,59.43962641761171,78.7808282922289,75.65234451638219,54.38155136268343,45.82522282553015,16.186933689797495,52.16660894133558,29.936477902419234,44.06623735050598,29.53566299664912,40.773480662983424,81.55339805825243,87.5,70.24390243902438,77.94513179128563,59.34167319768653
LAS,5,30.315600905368512,8.585301987263428,17.199644032734565,2.1194829926197745,55.35714285714286,Y,WE,1,5,0,0,809,287.2982154450997,68.30613131021033,83.23707820275325,59.43962641761171,78.7808282922289,75.65234451638219,54.38155136268343,45.82522282553015,16.186933689797495,52.16660894133558,29.936477902419234,44.06623735050598,29.53566299664912,40.773480662983424,81.55339805825243,87.5,70.24390243902438,77.94513179128563,59.34167319768653
LAS,6,28.013260811256576,7.513930379220313,18.28683478254544,5.7507895132620686,-16.785714285714292,Y,WE,4,5,0,0,683,137.88749089435925,59.41095955256272,36.6283926871442,34.46297531687792,50.860865518845976,77.53580537571119,46.33123689727464,31.97418297305602,50.11915787866428,60.4115864710194,24.53034193809974,56.945722171113154,30.30157970320728,39.35911602209945,50.48543689320388,62.49999999999999,39.02439024390244,55.352339967724575,46.07394767909049
LAS,6,28.013260811256576,7.513930379220313,18.28683478254544,5.7507895132620686,-4.285714285714292,Y,WE,4,5,0,0,683,137.88749089435925,59.41095955256272,36.6283926871442,34.46297531687792,50.860865518845976,77.53580537571119,46.33123689727464,31.97418297305602,50.11915787866428,60.4115864710194,24.53034193809974,56.945722171113154,30.30157970320728,39.35911602209945,50.48543689320388,62.49999999999999,39.02439024390244,55.352339967724575,46.07394767909049
LAS,7,27.905432886235623,10.427399519603494,20.0563174314141,8.115485476975536,108.92857142857144,N,WE,1,10,5,0,852,272.87682000156826,69.57621832380671,16.03677629085979,76.73115410273513,72.82456956724057,59.32901706886402,41.63522012578616,52.381928081139215,28.543804977426348,54.88437398493248,33.39640491958373,56.2097516099356,40.25849688846338,50.93922651933703,81.55339805825243,87.5,70.24390243902438,80.76923076923076,41.49115584170792
LAS,8,29.042250982430197,6.634146216890526,0.0,0.0,-33.57142857142858,Y,WE,7,0,0,0,783,46.398379695000656,40.76468067677085,60.77034691993137,63.28218812541693,51.97766402978127,75.9662546596037,26.876310272536685,48.93965782194447,64.97629867224263,64.47125346311992,54.37221246114342,74.9770009199632,47.15174724748684,71.4475138121547,23.300970873786408,25.0,31.21951219512195,21.463152232383,44.72921895616115
LAS,9,27.72144207420613,7.752626914193627,20.212416540540254,7.389359337193051,55.714285714285694,Y,WE,3,10,5,0,896,238.7589120236468,56.43630937563167,29.43802805984032,93.80920613742492,73.94136807817591,70.00196193839511,100.0,54.26698084212681,10.869711592413868,50.30082825583667,43.12744965535884,37.07451701931922,50.2154140737195,55.0939226519337,62.135922330097095,68.75000000000001,54.634146341463406,62.1301775147929,51.58877392089364
MIA,1,27.34288043254636,6.24716640687915,0.0,0.0,-13.928571428571429,Y,EA,6,0,0,0,595,57.09279492946333,0.0,0.0,37.87858572381587,9.888320148906466,81.98940553266627,17.819706498951785,0.78373117508452,59.58169209223318,77.24467449731236,11.488038924178944,10.9475620975161,38.24796553374821,20.005524861878456,38.10679611650485,53.515625,25.36585365853658,40.8284023668639,34.76453606611046
MIA,2,28.88398195419388,6.607801570295739,17.265017681842142,9.61462576055266,71.42857142857142,N,EA,3,5,0,0,651,239.95457591470787,45.60321022512974,32.53982413661273,34.022681787858566,30.45602605863192,46.96880517951736,64.15094339622642,11.7559676262678,21.49932260892334,22.391177797322197,21.82727395593999,0.0,13.02058401148875,10.331491712707184,66.99029126213593,60.15625,75.12195121951218,70.41420118343194,41.70692751063977
MIN,1,25.92017951446454,8.862416442812865,0.0,0.0,26.78571428571429,N,WE,6,0,0,0,612,93.4768732790598,52.80219866252993,65.83490249265897,17.46497665110073,41.53094462540716,76.31940357072787,0.0,32.307140661817435,62.876831935168674,52.52959049494983,23.8951209622922,32.8426862925483,48.01340354236477,37.569060773480665,46.35922330097088,46.87499999999999,50.24390243902439,17.159763313609464,29.26707076318688
MIN,2,30.047189551263543,8.479390163139369,0.0,0.0,-1.4210854715202004e-14,N,WE,6,0,0,0,693,90.3876045687267,5.680754263968538,35.38193309360354,47.17811874583055,18.59004187994416,77.98705120659211,45.61844863731657,22.20571662739473,17.598145345161207,38.90054900002362,32.85579132315178,48.09107635694572,44.75825753949258,34.563535911602216,33.980582524271846,33.59374999999999,41.95121951219512,40.8284023668639,31.235801232130637
