playerID,pos,height,weight,college,collegeOther,age,year,stint,tmID,playerPowerRanking,PER,postPlayerPowerRanking,postPER,countAwards
batteja01w,F,73.0,163,Notre Dame,,40.0,7,0,DET,12.846220572665565,3.194808988764043,0.6564586104446626,-6.76411111111111,0.0
battlas01w,F,72.0,170,Connecticut,,41.0,6,0,SEA,5.2375778780817,0.6328750000000012,0.0,0.0,0.0
battlas01w,F,72.0,170,Connecticut,,41.0,7,0,NYL,24.918109842825608,9.382151648351647,0.0,0.0,0.0
battlas01w,F,72.0,170,Connecticut,,41.0,8,0,NYL,32.75577154613942,10.590229854689555,14.543863860438982,3.2993492063492034,0.0
battlas01w,F,72.0,170,Connecticut,,41.0,9,0,NYL,20.692570202800134,11.032651785714284,15.795407875468488,9.755430107526886,0.0
battlas01w,F,72.0,170,Connecticut,,41.0,10,0,NYL,27.62751364935418,9.95968248175182,0.0,0.0,0.0
bauerca01w,F-C,76.0,180,Montana State,,51.0,1,0,CHA,24.07887040961366,2.992434673366833,0.0,0.0,0.0
bauerca01w,F-C,76.0,180,Montana State,,51.0,2,0,WAS,9.745720011500524,2.697794117647059,0.0,0.0,0.0
bauerca01w,F-C,76.0,180,Montana State,,51.0,3,0,SAC,13.780576665171301,-1.945244635193133,0.0,0.0,0.0
beardal01w,G-F,71.0,160,Duke,,41.0,5,0,WAS,48.846563362216216,14.882890731707315,44.14412404537896,18.11721568627451,0.0
beardal01w,G-F,71.0,160,Duke,,41.0,6,0,WAS,47.09651866085093,11.660955665024627,0.0,0.0,0.0
beardal01w,G-F,71.0,160,Duke,,41.0,7,0,WAS,48.98854426938793,21.13686217303823,36.64222357794141,10.030484375000006,0.0
beardal01w,G-F,71.0,160,Duke,,41.0,8,0,WAS,51.6184576379302,15.764364414029085,0.0,0.0,0.0
beardal01w,G-F,71.0,160,Duke,,41.0,9,0,WAS,48.41984392073996,12.514861721611725,0.0,0.0,0.0
beardal01w,G-F,71.0,160,Duke,,41.0,10,0,WAS,45.86792481774633,13.71030862944162,26.711296674885904,6.827074074074076,0.0
beckki01w,G,68.0,125,George Washington,,37.0,9,0,SEA,19.753957758953213,10.328236559139784,0.2022653721682848,-7.838,0.0
bennije01w,F,75.0,185,Vanderbilt,,42.0,6,0,IND,11.487158118591681,5.274076923076922,0.0,0.0,0.0
berezva01w,C,76.0,0,Rice,,37.0,9,0,SAS,0.09724473257698543,-18.787999999999997,0.0,0.0,0.0
berthlu01w,F-C,74.0,188,Old Dominion,,45.0,3,0,CLE,8.914958295244208,12.5553125,0.0,0.0,0.0
berthlu01w,F-C,74.0,188,Old Dominion,,45.0,4,0,CLE,18.054774046819816,12.917980099502486,5.3348576189730545,-4.662769230769231,0.0
berthlu01w,F-C,74.0,188,Old Dominion,,45.0,5,0,HOU,12.842751986688,7.034925373134333,0.0,0.0,0.0
beviltu01w,G,67.0,145,,,51.0,1,0,POR,38.79914438945628,7.582388190954772,0.0,0.0,0.0
beviltu01w,G,67.0,145,,,51.0,2,0,POR,41.13840777166871,9.958846446700507,0.0,0.0,0.0
beviltu01w,G,67.0,145,,,51.0,3,0,POR,29.230478199320594,8.055745843230405,0.0,0.0,0.0
beviltu01w,G,67.0,145,,,51.0,4,0,SEA,19.629094227198657,8.349650793650795,0.0,0.0,0.0
beviltu01w,G,67.0,145,,,51.0,5,0,SEA,21.653044820254422,9.53104189944134,23.203150196961506,9.727009009009008,0.0
beviltu01w,G,67.0,145,,,51.0,6,0,IND,40.0571564257973,8.96546620847652,35.20131797860226,4.837756578947366,0.0
beviltu01w,G,67.0,145,,,51.0,7,0,IND,42.85616179173853,9.289128128128127,24.369893119785413,2.395645161290322,0.0
beviltu01w,G,67.0,145,,,51.0,8,0,IND,41.652566365318705,8.920568257491675,36.217192103140604,7.584125581395346,0.0
beviltu01w,G,67.0,145,,,51.0,9,0,IND,40.729316976835676,8.775019406392696,35.166583188652254,6.965872340425532,0.0
beviltu01w,G,67.0,145,,,51.0,10,0,IND,41.38168062033807,10.726333333333333,35.32625281913931,7.937031249999999,0.0
bibbyje01w,G,67.0,139,,,44.0,1,0,NYL,13.799640804578022,1.989840579710143,9.552070360587885,16.6725,0.0
bibrzag01w,G-F,74.0,168,,,41.0,5,0,SAS,28.91866688476895,9.195260215053771,0.0,0.0,0.0
bibrzag01w,G-F,74.0,168,,,41.0,7,0,SAS,37.32786966167235,13.731934753661786,0.0,0.0,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,3,0,SEA,52.58490089182939,14.59791079393399,39.2840096525382,14.520356164383559,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,4,0,SEA,52.4530984046438,14.04579401408451,0.0,0.0,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,5,0,SEA,52.78119955596668,16.298101232394366,41.87622165123277,12.74119313304721,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,6,0,SEA,49.92244724825852,13.36123431372549,35.427812653635925,6.17326213592233,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,7,0,SEA,49.44130031584596,14.070919248826295,32.99969200702176,9.368509433962258,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,8,0,SEA,47.055267925375105,12.456597388465724,41.50694540270892,17.10319718309859,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,9,0,SEA,50.47794032040383,14.202316831683161,38.76903001920434,16.279918918918924,0.0
birdsu01w,G,69.0,150,Connecticut,,43.0,10,0,SEA,51.22855654918209,12.605970935513172,37.245410098795475,9.213412844036704,0.0
bjorkte01w,C,76.0,175,Colorado,,41.0,5,0,CHA,3.349370477861677,-4.887769230769232,0.0,0.0,0.0
blackch01w,C,77.0,188,Duke,,38.0,10,0,CON,25.770494225005397,9.312764018691587,0.0,0.0,0.0
blackde01w,G,63.0,124,St. Joseph's,,57.0,1,0,MIA,40.0965736997715,8.686873170731705,0.0,0.0,0.0
blackde01w,G,63.0,124,St. Joseph's,,57.0,2,0,MIA,45.39796106450309,11.449585623678649,27.971746070314758,9.80304210526316,1.0
blackde01w,G,63.0,124,St. Joseph's,,57.0,3,0,MIA,45.03286892828941,11.872112347052287,0.0,0.0,0.0
blackde01w,G,63.0,124,St. Joseph's,,57.0,4,0,CON,22.568944354629675,7.952796246648794,6.662151690560543,10.524034482758621,0.0
blackde01w,G,63.0,124,St. Joseph's,,57.0,5,0,CON,22.83336409336217,9.424933717579249,16.386585310430412,1.9602328767123276,0.0
blodgci01w,G,69.0,130,Maine,,47.0,1,0,SAC,14.286413333212296,7.366691729323312,0.0,0.0,0.0
blodgci01w,G,69.0,130,Maine,,47.0,2,0,SAC,12.156353791050309,12.991875000000002,14.232539028842377,23.56728571428572,0.0
