tmID,year,average_powerRanking,average_PER,average_postPowerRanking,average_postPER,coachesPowerRanking,powerRanking2,playoff,confID,playersAwards
SAC,5,29.563857613348674,9.85104594053187,22.141406194304466,6.418778911820527,37.85714285714286,171.4978846596036,Y,WE,0.0
SAC,8,29.855396851948516,8.567743689855725,21.408469337501547,7.977640231964361,32.5,169.45318169876964,Y,WE,0.0
SAC,1,29.40459710304599,10.876479698989044,17.968504161055723,10.360505024249884,40.35714285714286,223.8845027403615,Y,WE,0.0
SAC,2,28.609221228622673,13.76192578441682,21.37000306417103,10.521825758801198,54.536679536679536,215.19283750932885,Y,WE,0.0
SAC,10,27.42737925524129,8.941260902874193,0.0,0.0,2.94117647058824,-76.05707149922114,N,WE,0.0
SAC,6,30.783256221006997,9.368518449709505,24.7974728776841,8.99885367286569,258.92857142857144,342.6443161334621,Y,WE,1.0
SAC,7,28.8953923002149,10.044789215946505,28.522735243283694,11.009350289966214,116.07142857142856,187.26515595071243,Y,WE,0.0
NYL,2,25.75836535836235,11.535943553230423,16.19298439711872,-0.8063753460760216,71.78571428571428,226.00388888718444,Y,EA,0.0
NYL,7,27.599047989290657,8.348289216032352,0.0,0.0,-16.07142857142857,-66.6196959997471,N,EA,0.0
NYL,8,27.709805585476712,7.731839130801462,17.34996178564,4.322477501405827,5.714285714285708,135.22788459859692,Y,EA,1.0
NYL,4,29.935117526918024,9.760824802963462,0.0,0.0,28.57142857142857,144.20456918729445,N,EA,0.0
NYL,5,30.863802677651268,8.996669034704398,21.495027959516833,11.059225594157157,14.184981684981688,147.2357463174137,Y,EA,0.0
NYL,6,25.89493679976835,6.52874823887399,10.48986667570632,2.5296912973467633,6.428571428571445,183.4986605173337,Y,EA,0.0
NYL,9,30.84133367476304,11.399209727677832,21.31065857477431,7.512318848436952,46.78571428571428,206.8520763468418,Y,EA,0.0
NYL,10,33.152240762797135,11.181361123284427,0.0,0.0,4.464285714285712,26.39376244834104,N,EA,0.0
NYL,1,27.614387188163157,6.345946881342157,22.955731668650138,11.559513116013706,80.0,271.76776531749084,Y,EA,1.0
NYL,3,28.883381281668843,9.643435514125686,28.04174806709409,11.155251398293816,42.14285714285717,187.87272247075708,Y,EA,0.0
SEA,4,28.18276396121588,7.882347882177219,0.0,0.0,46.428571428571445,188.793109276192,N,WE,1.0
SEA,10,30.1743343808901,9.090550943588775,16.23200283543651,-0.5945291337729466,41.428571428571416,207.3294589832936,Y,WE,0.0
SEA,1,26.959721553872672,5.6102302747713955,0.0,0.0,-53.57142857142857,-152.0010448664982,N,WE,0.0
SEA,3,28.43335168676636,9.066196147445245,14.817647862624542,4.075616745446058,4.642857142857125,99.83707241222903,Y,WE,0.0
SEA,5,30.760250567329777,10.532534874009265,26.174662056963445,10.50968252266674,127.14285714285712,234.66613681016855,Y,WE,1.0
SEA,2,28.048587710997555,8.576536138029683,0.0,0.0,-17.85714285714286,-105.64331083341956,N,WE,0.0
SEA,6,28.557661303051034,9.140251197250278,18.855558499491313,4.945734214219987,41.428571428571416,171.3558553488777,Y,WE,0.0
SEA,9,27.671703696215282,8.86366465138484,16.21067329773712,5.732702384716258,59.28571428571428,278.9837831045775,Y,WE,0.0
SEA,7,28.46176916421211,8.294748237221908,15.944553910559682,4.5150420964156135,23.571428571428584,159.6638827120568,Y,WE,0.0
SEA,8,27.652526331871744,7.570434760657547,14.31141476883292,7.422444650926918,-2.500000000000014,144.1127917118221,Y,WE,2.0
SAS,6,27.246507519821588,6.550070021799896,0.0,0.0,-51.78571428571429,-164.59650667413453,N,WE,0.0
SAS,7,31.858427877870646,10.808004640574882,0.0,0.0,1.7857142857142776,24.525295950709523,N,WE,0.0
SAS,8,32.41379343556827,10.402307497994585,27.300822828766364,13.671295174853645,88.57142857142856,222.6914238234324,Y,WE,0.0
SAS,9,27.146405908239682,7.063311503750608,22.379438190243352,12.001698437037954,68.57142857142856,351.7316232384946,Y,WE,0.0
SAS,4,30.72556865445697,6.565595533958379,0.0,0.0,-5.252100840336139,20.621435113815476,N,WE,0.0
SAS,5,27.432411874201915,11.704683675888935,0.0,0.0,-23.319327731092443,-107.47663984026846,N,WE,0.0
SAS,10,37.534170838140845,13.011065014299456,26.132568329240492,13.349078714494945,-3.214285714285708,67.77359305010468,Y,WE,0.0
CHA,2,29.147917552413464,7.990033589190065,24.449714812085848,5.867398141647382,42.14285714285717,155.10934051950488,Y,EA,0.0
CHA,3,26.4090792266685,11.487740829559982,15.644126526599376,3.313530161628945,13.57142857142859,131.0472750169593,Y,EA,0.0
CHA,5,26.393655553957558,7.247156039179176,0.0,0.0,28.57142857142857,68.65828583473898,N,EA,0.0
CHA,1,28.829438958134276,8.725966963921225,0.0,0.0,-35.714285714285715,-84.23866846058017,N,EA,0.0
CHA,7,30.594852517680224,10.402998000744834,0.0,0.0,-16.07142857142857,-15.804936459773788,N,EA,0.0
CHA,4,32.75454323231057,10.40823807357246,17.06861542887565,10.07176367584918,6.428571428571445,162.139613098576,Y,EA,0.0
CHA,6,26.016838623748956,7.128334732251512,0.0,0.0,-37.07983193277312,-161.1902172204067,N,EA,0.0
CLE,1,28.833835950940266,9.628359919225701,21.04121736935686,12.63610950447112,36.07142857142856,153.20001422791327,Y,EA,0.0
CLE,2,26.22791873688178,11.024104730286586,16.06351156063422,5.296164735272898,116.42857142857144,243.50585644910956,Y,EA,0.0
CLE,3,27.848554355424106,7.51772044814785,0.0,0.0,-17.85714285714286,-43.08422117866821,N,EA,0.0
CLE,4,30.10439676060744,8.982980108683341,22.544430286724236,11.151562389110861,14.642857142857125,114.7720025600718,Y,EA,0.0
MIA,1,27.34288043254636,6.24716640687915,0.0,0.0,8.92857142857143,12.575386098807106,N,EA,0.0
MIA,2,28.88398195419388,6.607801570295739,17.265017681842142,9.614625760552661,48.57142857142856,212.00991425686104,Y,EA,1.0
MIA,3,26.18986441269732,7.258909329055979,0.0,0.0,26.78571428571429,46.90944514620495,N,EA,0.0
LAS,3,28.66977596674615,9.604051259719073,23.758511160681394,12.733024045781214,218.92857142857144,333.12391767546563,Y,WE,1.0
LAS,8,29.042250982430193,6.634146216890526,0.0,0.0,-25.0,-84.69356319671843,N,WE,0.0
LAS,9,27.72144207420613,7.752626914193627,20.212416540540254,7.389359337193051,55.714285714285694,294.27395588494994,Y,WE,3.0
LAS,10,35.7455723410889,12.12976305838056,24.854087335358102,9.379832085892106,37.85714285714286,230.44295464047468,Y,WE,0.0
LAS,2,33.989823026808885,12.680341218951378,27.67250299995233,8.441856507040761,225.7142857142857,363.6736473504161,Y,WE,2.0
LAS,4,27.33469930200982,7.930869392418692,20.508380432951416,5.848125905661882,105.7142857142857,264.6647525855625,Y,WE,0.0
LAS,5,30.315600905368512,8.585301987263428,17.199644032734565,2.1194829926197745,42.94973544973545,342.18960213223954,Y,WE,2.0
LAS,6,28.013260811256576,7.513930379220313,18.28683478254544,5.7507895132620686,13.928571428571423,96.6638002627826,Y,WE,0.0
LAS,7,27.905432886235623,10.427399519603494,20.0563174314141,8.115485476975536,83.21428571428572,276.10550221549727,Y,WE,1.0
LAS,1,32.59665295592815,11.444098761080882,24.934085089934538,12.486976704439966,187.14285714285717,368.3267412777841,Y,WE,0.0
IND,7,30.300768559211118,9.500392614091163,9.025300399361294,5.7744758475661335,33.21428571428572,200.60139920000717,Y,EA,1.0
IND,4,29.174524367039755,9.609884616250955,0.0,0.0,28.57142857142857,61.81803417230692,N,EA,0.0
IND,9,26.688800451687666,8.44860594773462,16.686585100480908,3.6947632836735282,14.642857142857125,153.12881336103231,Y,EA,1.0
IND,8,32.82152028707566,10.593012416209648,23.242033329565874,8.318076893020525,64.64285714285714,277.1461966528486,Y,EA,0.0
IND,6,29.67848621905661,9.046294982353254,18.493892825675648,6.118919919584909,67.5,205.2371673627341,Y,EA,1.0
IND,10,29.03601469096062,12.628951408485273,23.695446737369597,7.950624038285243,105.0,267.4792802181561,Y,EA,1.0
IND,2,29.90135416581737,10.13117299052103,0.0,0.0,-17.85714285714286,-66.30887873854459,N,EA,0.0
IND,5,30.511125285563637,8.40171999893442,0.0,0.0,19.642857142857157,40.818154998936194,N,EA,1.0
IND,3,29.921052390352518,8.48114675842747,16.489691121051614,8.610214049451315,12.857142857142849,52.99832852342056,Y,EA,1.0
IND,1,24.56144216717452,5.594198110096784,0.0,0.0,-26.78571428571428,37.07154480710423,N,EA,0.0
DET,10,23.54756030084205,8.933190336873702,14.739368311745011,7.716959480456487,55.46703296703296,166.28400318268186,Y,EA,0.0
DET,7,27.85514891606982,8.211901954136799,23.1520396484483,6.6003218539241475,151.07142857142856,308.832514528794,Y,EA,1.0
DET,2,29.946187502208275,9.085290857034185,0.0,0.0,-17.85714285714286,-87.01312432341108,N,EA,0.0
DET,6,28.274844915825543,8.248915993463493,9.526135469867102,4.498961266427309,-11.42857142857143,101.28498380354412,Y,EA,0.0
DET,8,25.90833634603484,6.618980325815428,22.26115648276843,9.427424731782484,102.85714285714285,349.0048096938808,Y,EA,1.0
DET,9,25.068800688934576,8.069677683742764,16.276502930629274,5.4927572577925785,162.14285714285714,338.7564669989351,Y,EA,1.0
DET,1,28.431986916261376,12.042754718292246,0.0,0.0,17.85714285714286,-11.18575484260686,N,EA,0.0
DET,3,26.2739190211644,7.284692718424095,0.0,0.0,-2.790178571428564,-91.80560784801924,N,EA,0.0
DET,5,24.74939728019131,6.997348749247387,15.792339121023558,5.923568339153037,14.642857142857125,126.28687666040636,Y,EA,0.0
DET,4,28.11827638853829,9.88277129448004,22.87474543232956,7.5963358653359965,221.78571428571428,363.0920955798389,Y,EA,2.0
ATL,9,29.633308946286974,9.870027263660058,0.0,0.0,-78.57142857142857,-141.7933216837963,N,EA,0.0
ATL,10,31.22716660061089,11.865116797874835,18.766125115916374,7.489216248516214,56.428571428571445,105.10536168193477,Y,EA,1.0
POR,2,27.165305104747446,8.312090067405627,0.0,0.0,-8.92857142857143,-88.93068052498715,N,WE,1.0
POR,3,28.569289265277597,8.816481128694349,0.0,0.0,35.71428571428571,12.895975844202203,N,WE,0.0
POR,1,27.802493965589374,8.157636251371871,0.0,0.0,-17.85714285714286,-38.93625799495111,N,WE,0.0
PHO,3,26.141507355007786,7.538995237524182,0.0,0.0,-10.60267857142857,-109.37999706561044,N,WE,0.0
PHO,10,33.40149566364082,13.224356519271979,27.668871495895814,13.971126465972455,131.07142857142856,274.84163714256147,Y,WE,3.0
PHO,1,28.53141451616009,9.251660289032074,16.10003392704532,5.434559635643197,31.428571428571416,193.86015657595496,Y,WE,0.0
PHO,4,19.713241040519296,5.189181743228618,0.0,0.0,-42.85714285714285,-116.32226325842574,N,WE,0.0
PHO,5,27.518981330913114,9.223477608039547,0.0,0.0,37.49999999999999,117.68786569222162,N,WE,1.0
PHO,6,29.702430275122424,10.177488104194879,0.0,0.0,28.57142857142857,93.79194640437026,N,WE,0.0
PHO,7,27.943382613893263,11.614723418210225,0.0,0.0,46.428571428571445,136.0688701365186,N,WE,0.0
PHO,2,23.98252722033415,7.082317609573322,0.0,0.0,8.92857142857143,-22.608997265353796,N,WE,0.0
PHO,9,28.37183556610182,11.225962567042123,0.0,0.0,28.57142857142857,127.68969240086966,N,WE,0.0
PHO,8,30.942955263130834,11.30277856687725,24.33151808623874,7.529518990412651,171.07142857142856,293.7801337223426,Y,WE,1.0
CHI,7,27.72630147641636,8.537364073533395,0.0,0.0,-69.64285714285714,-190.8776859969576,N,EA,0.0
CHI,8,28.847561513182686,9.83082264942592,0.0,0.0,10.714285714285708,-28.19814470428728,N,EA,1.0
CHI,9,29.013699201754296,7.481467040455503,0.0,0.0,-7.142857142857153,97.87151615363476,N,EA,0.0
CHI,10,33.20786371310989,11.654672456826694,0.0,0.0,28.57142857142857,46.00753730189459,N,EA,0.0
